key,label,input,output
file2_topic_98,"whitespace, groups, group, characters, multiple","<task:clean> <sos>
 ( Blank space ) ( Horizontal tab ) ( White Space ) Most versions of the language also allow certain other characters such as and to be included with strings comments
 Must not contain white space
 The control string consists of individual groups of characters with one character group for each input data item
 Within the control string multiple character groups can be contiguous or they can be separated by whitespace ( ie
 blankspace ) tabs or newline characters
 If whitespace characters are used to separate multiple character groups in the control string then all consecutive whitespace characters in the input data will be read but ignored
 The use of blank spaces as character group separators is very common
 The consecutive nonwhitespace characters that define a field
 Multiple character group can be contiguous or they can be separated by other characters including whitespace character
 The use of blank spaces are character group separators is particularly common
 <eos>","Most versions of the language also allow certain other characters, such as blank space, horizontal tab, and white space, to be included within strings or comments. Character groups must not contain white space. The control string consists of individual groups of characters, with one character group for each input data item. Within the control string, multiple character groups can be contiguous or separated by whitespace (i.e., blank space), tabs, or newline characters. If whitespace characters are used to separate multiple character groups in the control string, then all consecutive whitespace characters in the input data will be read but ignored. The use of blank spaces as character group separators is very common. The consecutive non-whitespace characters define a field. Multiple character groups can be contiguous or separated by other characters, including whitespace characters. The use of blank spaces as character group separators is particularly common."
file2_topic_99,"tokens, linefeed, token, punctuation, passage","<task:clean> <sos>
 Identifiers Keywords C Tokens In a passage of text individual words and punctuation marks are called tokens
 Similarly in a C program the smallest individual units are also known as C tokens
 C has six types of tokens
 For example a linefeed ( LF ) which is referred to as a newline in C can be represented as n
 What are the token of C language
 <eos>","Identifiers, keywords, and C tokens. In a passage of text, individual words and punctuation marks are called tokens. Similarly, in a C program, the smallest individual units are also known as C tokens. C has six types of tokens. For example, a linefeed (LF), which is referred to as a newline in C, can be represented as '\n'. What are the tokens of the C language?"
file2_topic_100_0,"loop, continue, rem, body, sum","<task:clean> <sos>
 int float for while
 Stop Counter Initialization Test Condition False True Body of Loop Update expression Out of Loop For example Calculate the factorial of a number factorialc include main ( ) int num i long fact clrscr ( ) printf ( n Enter a number whose factorial is to be calculated ) scanf ( d num ) for ( i inum i ) fact i fact facti printf ( n The factorial is d fact ) getch ( ) Output Enter a number whose factorial is to be calculated The factorial is While Loop The while statement can be written as while ( condition ) while ( condition ) statement statement body of the loop statement First the condition is evaluated if it is true then the statements in the body of loop are executed
 fig Flowchart of while loop Program to print the sum of digits of any num while condition Body of Loop Next statement out of loop include main ( ) int n sum rem clrscr ( ) printf ( Enter the number ) scanf ( d n ) while ( n ) rem n taking last digit of number sum rem sum sum rem n n n skipping last digit end of while printf ( Sum of digits d n sum ) getch ( ) Output Enter the number Sum of digits dowhile loop The dowhile statement is also used for looping
 program to print the number from to using do while include main ( ) int i clrscr ( ) do printf ( dt i ) i while ( i ) printf ( n ) getch ( ) Output Body of Loop False Condition Next statement out of loop True Differences between while loop and do while loop Nesting of loops When a loop is written inside the body of another loop then it is known as nesting of loops
 <eos>","Keywords include: `int`, `float`, `for`, and `while`.
 Loop components are: Stop Counter, Initialization, Test Condition (False/True), Body of Loop, Update Expression, and Out of Loop.
 
 For example, to calculate the factorial of a number:
 `factorialc include main ( )`
 `int num i long fact`
 `clrscr ( )`
 `printf ( n Enter a number whose factorial is to be calculated )`
 `scanf ( d num )`
 `for ( i inum i )`
 `fact i fact facti`
 `printf ( n The factorial is d fact )`
 `getch ( )`
 
 Output:
 `Enter a number whose factorial is to be calculated`
 `The factorial is`
 
 **While Loop**
 The `while` statement can be written as: `while (condition) statement;` or `while (condition) { statement; statement; body of the loop; statement; }`.
 First, the condition is evaluated. If it is true, then the statements in the body of the loop are executed.
 
 Figure: Flowchart of `while` loop.
 The flowchart depicts: `while (condition)`, Body of Loop, and Next statement out of loop.
 
 Program to print the sum of digits of any number:
 `include main ( )`
 `int n sum rem`
 `clrscr ( )`
 `printf ( Enter the number )`
 `scanf ( d n )`
 `while ( n )`
 `rem n taking last digit of number`
 `sum rem sum sum rem`
 `n n n skipping last digit`
 `end of while`
 `printf ( Sum of digits d n sum )`
 `getch ( )`
 
 Output:
 `Enter the number`
 `Sum of digits`
 
 **Do-While Loop**
 The `do-while` statement is also used for looping.
 
 Program to print numbers using a `do-while` loop:
 `include main ( )`
 `int i`
 `clrscr ( )`
 `do`
 `printf ( dt i )`
 `i`
 `while ( i )`
 `printf ( n )`
 `getch ( )`
 
 The execution flow of a `do-while` loop includes: Body of Loop, False Condition, Next statement out of loop, and True.
 
 **Differences between while loop and do-while loop**
 
 **Nesting of Loops**
 When a loop is written inside the body of another loop, it is known as nesting of loops."
file2_topic_100_1,"loop, continue, rem, body, sum","<task:clean> <sos>
 The general syntax continue fig flowchart of continue control statemen Program to demonstrate continue statement include main ( ) int i num clrscr ( ) printf ( n Enter a number ) scanf ( d num ) printf ( n The even numbers from to d are n num ) for ( i inum i ) if ( i ) continue printf ( td i ) end of for loop getch ( ) end of main ( ) Output Enter a number The even numbers from to are Loop statements before continue Next iteration of loop condition continue statements True false Loop statements after continue goto statement The goto statement is used to alter the normal sequence of program execution by unconditionally transferring control to some other part of the program
 t ) scanf ( d n ) printf ( n Enter d numbers n n ) for ( i inumj ) temp numi numi numj numj temp end of if end of inner loop end of outer loop printf ( n The numbers in ascending order n ) for ( i in i ) printf ( td numi ) getch ( ) end of main Output How many numbers are there
 <eos>","The general syntax (continue), figure, and flowchart of the continue control statement. Program to demonstrate the continue statement: include main(); int i, num; clrscr(); printf(""\n Enter a number""); scanf(""%d"", &num); printf(""\n The even numbers from to %d are \n"", num); for (i inum i) if (i) continue; printf(""\t%d"", i); end of for loop; getch(); end of main(). Output: Enter a number; The even numbers from to are. Loop statements before continue. Next iteration of loop condition. Continue statements: True/False. Loop statements after continue. The goto statement is used to alter the normal sequence of program execution by unconditionally transferring control to some other part of the program. t; scanf(""%d"", &n); printf(""\n Enter %d numbers \n\n"", n); for (i inumj) temp, numi, numi, numj, numj, temp. End of if. End of inner loop. End of outer loop. printf(""\n The numbers in ascending order \n""); for (i in i) printf(""\t%d"", numi); getch(); end of main. Output: How many numbers are there?"
file2_topic_101,"lowercase, letters, upper, uppercase, letter","<task:clean> <sos>
 Identifiers consisted of letters and digits in any order except that first character must be a letter
 Both upper and lower case letters are permitted though common usage favors the use of lowercase letters for most type of identifiers
 Upper and lowercase letters are not interchangeable ( ie
 an uppercase letter is not equivalent to the corresponding lowercase letters )
 Must consist of only letters digits or underscore
 Only first characters are significant
 Since upper and lowercase characters are not equivalent it is possible to utilize an uppercase keyword as an identifier
 It can then be followed by any combination of digits taken from the sets through and a through f ( either upper or lower case )
 The letters may be written in either upper or lowercase
 Since the first lowercase letter ( in this case a ) would be interpreted as the first character beyond the string
 Write a program to convert a lowercase character string into uppercase using array
 For example fclose ( fp ) fclose ( fp )
 <eos>","Identifiers consist of letters and digits in any order, except that the first character must be a letter. Both uppercase and lowercase letters are permitted, although common usage favors the use of lowercase letters for most types of identifiers. Uppercase and lowercase letters are not interchangeable (i.e., an uppercase letter is not equivalent to the corresponding lowercase letter). Identifiers must consist of only letters, digits, or an underscore. Only the initial characters are significant. Since uppercase and lowercase characters are not equivalent, it is possible to utilize an uppercase keyword as an identifier. It can then be followed by any combination of digits (0-9) and letters (a-f), either uppercase or lowercase. The letters may be written in either uppercase or lowercase. The first lowercase letter (in this case, 'a') would be interpreted as the first character beyond the string. Write a program to convert a lowercase character string into uppercase using an array. For example, `fclose(fp) fclose(fp)`."
file2_topic_102,"underscore, middle, asterisk, period, dot","<task:clean> <sos>
 The underscore ( _ ) can also be included and considered to be a letter
 An underscore is often used in middle of an identifier
 An identifier may also begin with an underscore
 To do so the sign within the appropriate control group is followed by an asterisk ( )
 It must start with a period ( )
 The dot ( )
 <eos>","The underscore ( _ ) can also be included and considered a letter. An underscore is often used in the middle of an identifier. An identifier may also begin with an underscore. To do so, the sign within the appropriate control group is followed by an asterisk ( * ). It must start with a period ( . ). The dot ( . )."
file2_topic_103,"illegal, exponent, character, blank, xbff","<task:clean> <sos>
 First character must be an alphabet ( or Underscore )
 Illegal character ( blank space ) Illegal character ( ) the first digit can not be zero
 Illegal character ( ) Illegal character ( )
 xbff Illegal character ( )
 Either a decimal point or an exponent must be present
 Illegal character ( ) E The exponent must be an integer ( it can not contain a decimal point ) E Illegal character ( blank space ) in the exponent
 However will not be assigned partno because of asterisk which is interpreted as an assignment suppression character
 <eos>","The first character must be an alphabetic character or an underscore. Illegal character (blank space); Illegal character; The first digit cannot be zero. Illegal character; Illegal character. xbff: Illegal character. Either a decimal point or an exponent must be present. Illegal character; E. The exponent must be an integer (it cannot contain a decimal point). E: Illegal character (blank space) in the exponent. However, `partno` will not be assigned because an asterisk is interpreted as an assignment suppression character."
file2_topic_104,"bytes, byte, signed, unsigned, needs","<task:clean> <sos>
 Data Types C language is rich in its data types
 C supports several different types of data each of which may be represented differently within the computer memory
 Typical memory requirements are also given Data Types Description Typical Memory Requirement char single character byte int integer quantity bytes float floatingpoint number bytes ( word ) double doubleprecision floating point number bytes ( word ) In order to provide some control over the range of numbers and storage space C has following classes signed unsigned short long
 Types Size char or signed char byte unsigned char byte int bytes short int byte unsigned short int byte signed int bytes unsigned int bytes long int bytes signed long int bytes unsigned long int bytes float bytes double bytes long double bytes void is also a builtin data type used to specify the type of function
 Because I needs bytes f needs bytes and c needs byte bytes is highest in these
 <eos>","The C language is rich in its data types. C supports several different types of data, each of which may be represented differently within the computer's memory. Typical memory requirements are also given: char (single character, 1 byte); int (integer quantity, 2 bytes); float (floating-point number, 4 bytes (word)); and double (double-precision floating-point number, 8 bytes (word)). In order to provide some control over the range of numbers and storage space, C has the following classes: signed, unsigned, short, and long. The sizes for various types are: char or signed char (1 byte); unsigned char (1 byte); int (2 bytes); short int (1 byte); unsigned short int (1 byte); signed int (2 bytes); unsigned int (2 bytes); long int (4 bytes); signed long int (4 bytes); unsigned long int (4 bytes); float (4 bytes); double (8 bytes); and long double (bytes). Void is also a built-in data type used to specify the type of function. Because `int` needs bytes, `float` needs bytes, and `char` needs a byte, the `float` type has the highest memory requirement among these."
file2_topic_105,"union, structure, created, keyword, space","<task:clean> <sos>
 structure union enum The basic data types are also known as built in data types
 is i Multiplication is i Union and its important Union is similar to structure data type but union store value of different types in a single location
 Union will contain many different type of values but only one is stored at a time
 The declaration of union is same as the structure
 Only difference is in place of struct keyword the union keyword is used
 The accessing of union member is also same like structure member
 For example Union data int a float b The union variable are declared like structure variable
 For example Union data d d If we write the statement da Then that means the field a is valid but we want to print the value of b after above assignment the value is wrong because a is valid only
 Space Created for Union We know that union store one value at a time so the question is now much space is created for union
 For example Union A int i float f char c union A a The space is created for a is byte
 Distinguish between Structure and union
 <eos>","Structure, union, and enum. The basic data types are also known as built-in data types.
 
 Union and its importance: A union is similar to a structure data type, but it stores values of different types in a single location. A union will contain many different types of values, but only one value is stored at a time. The declaration of a union is the same as that of a structure. The only difference is that, in place of the 'struct' keyword, the 'union' keyword is used. Accessing a union member is also the same as accessing a structure member. For example, consider `Union data { int a; float b; }`. Union variables are declared like structure variables. For example, if we declare `Union data d;` and then write the statement `d.a`, this means that the field `a` is valid. However, if we try to print the value of `b` after the above assignment, the value will be wrong because only `a` is valid.
 
 Space Created for Union: We know that a union stores one value at a time, so the question is how much space is created for a union. For example, if we declare `Union A { int i; float f; char c; }` and then `union A a;`, the space created for `a` is a byte.
 
 Distinguish between Structure and Union."
file2_topic_106,"octal, digits, taken, combination, digit","<task:clean> <sos>
 Thus it consists of a sequence of digits
 A decimal integer constant can consists of any combination of digits taken from the set through
 An octal integer constant can consist of any combination of digits taken from the set through
 However the first digit must be in order to identify the constant as an octal number
 The general form represents an octal digit ( through )
 <eos>","Thus, it consists of a sequence of digits. A decimal integer constant can consist of any combination of digits taken from the set through. An octal integer constant can consist of any combination of digits taken from the set through. However, the first digit must be in order to identify the constant as an octal number. The general form represents an octal digit (through)."
file2_topic_107,"constants, illegal, integer, incorrectly, reason","<task:clean> <sos>
 Several valid decimal integer constants are shown below The following decimal integer constants are written incorrectly for reason stated Illegal character ( ) Illegal character ( )
 Several valid hexadecimal integer constants are shown below x X XFFF xabcd The following hexadecimal integer constants are written incorrectly for the reason stated X Illegal character ( )
 XDEFG Illegal character ( G ) Unsigned and Long Integer Constants Unsigned integer constants may exceed the magnitude of ordinary integer constants by approximately a factor of l though they may not be negative
 The constants following the case keywords should be of integer or character type
 <eos>","Several valid decimal integer constants are shown below. The following decimal integer constants are written incorrectly for reasons stated: Illegal character (); Illegal character ().
 Several valid hexadecimal integer constants are shown below x X XFFF xabcd. The following hexadecimal integer constants are written incorrectly for the reasons stated: X; Illegal character ().
 XDEFG - Illegal character (G).
 Unsigned and Long Integer Constants. Unsigned integer constants may exceed the magnitude of ordinary integer constants by approximately a factor of l, though they may not be negative.
 The constants following the case keywords should be of integer or character type."
file2_topic_108,"null, termination, terminating, string, length","<task:clean> <sos>
 Thus the string would be displayed as Line Line Line The compiler automatically places a null character ( ) at the end of every string constant as the last character within the string ( before the closing double quotation mark )
 Normally zero is used to indicate normal termination and non zero value to indicate termination due to some error or abnormal condition
 In other words we can say that a string is a sequence of contiguous character in memory terminated by the null character
 The terminating null character is important because it is the only way the string handling functions can know there the string ends
 The second dimension tells the maximum length of each string
 In above declaration we can store strings each can store maximum characters last th space is for null terminator in each string
 The length of string is the number of characters present in it excluding the terminating null character
 <eos>","Thus, the string would be displayed as 'Line Line Line'. The compiler automatically places a null character (\0) at the end of every string constant as the last character within the string (before the closing double quotation mark).
 Normally, zero is used to indicate normal termination, and a non-zero value to indicate termination due to some error or abnormal condition.
 In other words, we can say that a string is a sequence of contiguous characters in memory, terminated by the null character.
 The terminating null character is important because it is the only way string handling functions can know where the string ends.
 The second dimension tells the maximum length of each string.
 In the above declaration, we can store strings; each can store maximum characters, and the last space is for the null terminator in each string.
 The length of a string is the number of characters present in it, excluding the terminating null character."
file2_topic_109,"yielding, integervalued, represent, integer, returning","<task:clean> <sos>
 Thus a b and c will each represent an integervalued quantity and d will represent a single character
 all integers all characters )
 For example integer number ie
 It can be value of any integer or character variable or a function call returning on integer or an arithmetic logical relational bitwise expression yielding integer value
 <eos>","Thus, a, b, and c will each represent an integer-valued quantity, and d will represent a single character (all integers; all characters). For example, an integer number can be the value of any integer or character variable, or a function call returning an integer, or an arithmetic, logical, relational, or bitwise expression yielding an integer value."
file2_topic_110,"assigned, follow, quantity, value, values","<task:clean> <sos>
 The next four lines cause the following things to happen the integer quantity is assigned to a is assigned to b and the quantity represented by the sum ab ( e
 ) is assigned to c The character a is assigned then assigned to d In the third line within this group the values of the variables a and b are accessed simply by writing the variables on the righthand side of the equal sign
 The last four lines redefine the values assigned to the variables as the integer quantity is assigned to a replacing the earlier value then is assigned to b replacing the earlier value The difference between a and b ( ie
 A comma linked list of expression are evaluated left to right and the value of rightmost expression is value ( x y x y ) Here is assigned to x and is assigned to y and so expression xy is evaluated as ( ) ie
 a b In this example x will be assigned the value of b
 int subject char sex M F float marks int element In example ( ) elements are five but we are assigning only three values
 int ) The value is assigned like follow a a a a a a int a In above example the two value in the first inner pair of braces are assigned to the array element in the first row the values in the second pair of braces are assigned to the array element in the second row and so on
 The value assign like follow a a a a a a In above example the value zero is assigned to a and a because no value assigned to these
 In above example value assign like follow a a a a a a int a int a would never work
 <eos>","The next four lines describe the following operations: an integer quantity is assigned to 'a', another is assigned to 'b', and the quantity represented by the sum `ab` is assigned to 'c'. The character 'a' is then assigned to 'd'. In the third line within this group, the values of variables 'a' and 'b' are accessed simply by writing the variables on the right-hand side of the equal sign. The last four lines redefine the values assigned to the variables: an integer quantity is assigned to 'a', replacing its earlier value; another is then assigned to 'b', also replacing its earlier value. The difference between 'a' and 'b' (i.e.,). A comma-linked list of expressions is evaluated from left to right, and the value of the rightmost expression is value `(x y x y)`. Here, a value is assigned to 'x', and another is assigned to 'y', so the expression `xy` is evaluated as `()`, i.e., `a b`. In this example, 'x' will be assigned the value of 'b'. int subject, char sex (M F), float marks, int element. In example `()`, there are five elements, but we are assigning only three values. int ). The value is assigned as follows: `a a a a a a int a`. In the above example, the two values in the first inner pair of braces are assigned to the array elements in the first row; the values in the second pair of braces are assigned to the array elements in the second row, and so on. The value is assigned as follows: `a a a a a a`. In the above example, the value zero is assigned to 'a' and 'a' because no value was assigned to these. In the above example, values are assigned as follows: `a a a a a a int a int a` would never work."
file2_topic_111,"size, array, dimension, tells, elements","<task:clean> <sos>
 Each array variable must be followed by a pair of square brackets containing a positive integer which specifies the size ( ie
 the number of elements ) of the array
 The size of this array will be equal to the value of argc
 size of the array is the number of elements in the array
 For example define size a size The size of the array must be specified ie
 For example char str The first dimension ( size ) tells how many strings are in the array
 <eos>","Each array variable must be followed by a pair of square brackets containing a positive integer that specifies its size (i.e., the number of elements). The size of this array will be equal to the value of argc. The array's size is the number of elements it contains. For example, `define size a size`. The size of the array must be specified, i.e., For example, `char str`. The first dimension (size) tells how many strings are in the array."
file2_topic_112,"california, text, meaningless, extra, filled","<task:clean> <sos>
 char text California This declaration will cause text to be an element character array
 The first elements will represent the characters within the word California and the th element will represent the null character ( ) which automatically added at the end of the string
 char text California the character at the end of the string ( in this case the null character ) will be lost
 char text California the extra array elements may be assigned zeros or they may be filled with meaningless characters
 <eos>","The declaration `char text California` will cause `text` to be a character array. The initial elements will represent the characters within the word 'California', and the last element will represent the null character (`\0`), which is automatically added at the end of the string. For `char text California`, the character at the end of the string (in this case, the null character) will be lost. For `char text California`, the extra array elements may be assigned zeros, or they may be filled with meaningless characters."
file2_topic_113,"items, consider, type, data, integers","<task:clean> <sos>
 The data items must all be of the same type ( eg
 For example consider the following data
 In such situation where we have multiple data items of same type to be stored we can use array
 The individual data items can be characters integers floating point numbers etc
 However they must all be of the same type and the same storage class ( ie
 The data item can be different type some can be int some can be float some can be char and so on
 <eos>","The data items must all be of the same type. For example, consider the following data. In situations where multiple data items of the same type are to be stored, we can use an array. The individual data items can be characters, integers, floating-point numbers, etc. However, they must all be of the same type and the same storage class. Data items can be of different types; some can be integers, some can be floats, some can be characters, and so on."
file2_topic_114,"escape, sequence, newline, feed, ascii","<task:clean> <sos>
 An escape sequence always begins with a backslash and is followed by one or more special characters
 Such escape sequences always represent single characters even though they are written in terms of two or more characters
 The commonly used escape sequences are listed below Character Escape Sequence ASCII Value bell ( alert ) a backspace b horizontal tab t vertical tab v newline ( line feed ) n form feed f carriage return r quotation mark ( ) apostrophe ( ) question mark ( )
 Escape Sequence represents the null character ( ASCII ) which is used to indicate the end of a string
 The general form of a hexadecimal escape sequence is xhh where each h represents a hexadecimal digit ( through and a through f )
 What is Escape Sequence
 Write any four escape sequence with meaning and symbols
 List out any threeescape sequence with their uses
 If the character within the brackets is simply the circumflex followed by a newline character then string entered from the standard input device can contain any ASCII characters except the newline characters ( line feed )
 The Enter Key will issue the newline character thus signifying the end of the string
 <eos>","An escape sequence always begins with a backslash and is followed by one or more special characters. Such escape sequences always represent single characters, even though they are written in terms of two or more characters. The commonly used escape sequences are listed below: bell (alert) (\a), backspace (\b), horizontal tab (\t), vertical tab (\v), newline (line feed) (\n), form feed (\f), carriage return (\r), quotation mark (\""), apostrophe (\'), and question mark (\?). An escape sequence represents the null character (ASCII), which is used to indicate the end of a string. The general form of a hexadecimal escape sequence is \xhh, where each 'h' represents a hexadecimal digit (0 through 9 and a through f). What is an escape sequence? Write any four escape sequences with their meanings and symbols. List out any three escape sequences with their uses. If the character within the brackets is simply the circumflex followed by a newline character, then a string entered from the standard input device can contain any ASCII characters except the newline character (line feed). The Enter key will issue the newline character, thus signifying the end of the string."
file2_topic_115,"typedef, type, units, existing, identifier","<task:clean> <sos>
 Typedef Statement C supports a feature known as type definition that allows users to define an identifier that would represent an existing data type
 It takes the general form typedef type identifier where type refers to an existing data type and identifier refers to the new name given to the data type
 typedef can not create a new type
 Some examples of type definition are typedef int units typedef float marks where units represent int and marks represents float
 The main advantage of typedef is that we can create meaningful data type names for increasing the readability of the program
 <eos>","The `typedef` statement in C supports a feature known as type definition that allows users to define an identifier to represent an existing data type. It takes the general form typedef type identifier, where type refers to an existing data type and identifier refers to the new name given to that data type. Typedef cannot create a new type. Some examples of type definition are typedef int units and typedef float marks, where units represents int and marks represents float. The main advantage of typedef is that we can create meaningful data type names to increase the readability of the program."
file2_topic_116,"cprogram, kumar, ram, cprogramming","<task:clean> <sos>
 Describe different data types are used in cprogram
 Write down the various types of it in Cprogram
 a include include void main ( ) char name clrscr ( ) printf ( Enter your name ) gets ( name ) printf ( your name is ) puts ( name ) getch ( ) output Enter your name Ram Kumar Your name is Ram Kumar Some Important Questions Write a general form of inputoutput statement of Cprogramming
 CPROGRAM X_FILE Y_FILE ) is passed on to the program through these arguments when main ( ) is called up by the system
 How and when the they declared in Cprogram
 <eos>","Describe the different data types used in a C program. Write down the various types of these in a C program. A C program consists of components like `include`, `include`, `void main()`, `char name`, `clrscr()`, `printf(""Enter your name"")`, `gets(name)`, `printf(""your name is"")`, `puts(name)`, and `getch()`. Its output shows: 'Enter your name', 'Ram Kumar', and 'Your name is Ram Kumar'. Some important questions: Write a general form of an input/output statement for C programming. CPROGRAM, along with arguments such as `X_FILE` and `Y_FILE`, is passed to the program when `main()` is called by the system. How and when are they declared in a C program?"
file2_topic_117,"division, integer, respectively, note, perform","<task:clean> <sos>
 Division of one integer quantity by another is referred to as integer division
 Suppose that i j and k are integer variables whose values are and respectively
 If the first number is greater than second perform multiplication otherwise division
 Note that x and y both are integer type
 Where x and y both are integer type
 <eos>","Division of one integer quantity by another is referred to as integer division.
 Suppose that i, j, and k are integer variables whose values are defined respectively.
 If the first number is greater than the second, perform multiplication; otherwise, perform division.
 Note that both x and y are of integer type.
 Where both x and y are of integer type."
file2_topic_118,"floatingpoint, precision, variable, hand, dropped","<task:clean> <sos>
 the decimal portion of the quotient will be dropped )
 On the other hand if a division operation is carried out with two floatingpoint numbers or one floating point numbers and other integer the result will be a floating point
 Suppose that i is an integer variable whose value is f is a floatingpoint variable whose value is and c is a character variable that represents the character w
 Suppose that i is an integer variable x is a floatingpoint variable d is doubleprecision variable and c is character type variable
 The first be read into a variable int the second into float and the third into char
 The second will be assigned to a long decimal integer variable and the third will be assigned to a double precision variable
 Â¾ Precision Optional The operation of precision field depends on the types of conversion
 <eos>","The decimal portion of the quotient will be dropped. On the other hand, if a division operation is carried out with two floating-point numbers, or one floating-point number and another integer, the result will be a floating-point number. Suppose that i is an integer variable whose value is f; f is a floating-point variable whose value is; and c is a character variable that represents the character 'w'. Suppose that i is an integer variable, x is a floating-point variable, d is a double-precision variable, and c is a character-type variable. The first will be read into an integer variable, the second into a float variable, and the third into a character variable. The second will be assigned to a long decimal integer variable, and the third will be assigned to a double-precision variable. Precision is optional; the operation of the precision field depends on the types of conversion."
file2_topic_119,"conditional, expressions, interpretation, make, logical","<task:clean> <sos>
 Several relational expressions involving these variables Expressions Interpretation Value i k true ( jk ) ( i ) false k
 not Logical operators are used to compare evaluate logical and relational expressions
 Several complex logical expressions that make use of these variables are shown below Expression Interpretation Value ( i ) ( c w ) true ( i ) ( c ) true ( f ) false ( c
 is known as conditional operator
 Simple conditional operations can be carried out with conditional operator
 An expression that make use of the conditional operator is called a conditional expression
 Make the comparison between them with conditional operator
 <eos>","Several relational expressions involving these variables are provided. These are categorized by their Expressions, Interpretation, and Value. For example: 'i k' evaluates to true; and '(jk)' has an interpretation of '(i)' and evaluates to false, with k.
 
 Logical operators, including 'not', are used to compare and evaluate logical and relational expressions.
 
 Several complex logical expressions that make use of these variables are shown below. These are categorized by their Expression, Interpretation, and Value. Examples include: '(i)' with an interpretation of '(c w)' evaluates to true; '(i)' with an interpretation of '(c)' evaluates to true; and '(f)' evaluates to false, with '(c)'.
 
 The conditional operator is known as such. Simple conditional operations can be carried out using the conditional operator. An expression that makes use of the conditional operator is called a conditional expression. Comparisons between them can be made with the conditional operator."
file2_topic_120,"expression, conditional, evaluating, negates, value","<task:clean> <sos>
 that negates the value of a logical expression ie
 p ) ( if ) true
 expression expression When evaluating a conditional expression expression is evaluated first
 If expression is true the value of expression is the value of conditional expression
 If expression is false the value of expression is the value of conditional expression
 <eos>","That negates the value of a logical expression, ie p), (if), true. Expression is expression. When evaluating a conditional expression, expression is evaluated first. If the expression is true, the value of the expression is the value of the conditional expression. If the expression is false, the value of the expression is the value of the conditional expression."
file2_topic_121,"operand, postfix, prefix, altered, utilized","<task:clean> <sos>
 If the operator is written before the operand then it is called as prefix unary operator
 If the operator is written after the operand then it is called as postfix unary operator
 When prefix is used the operand will be altered in value before it is utilized for its intended purpose within the program
 Similarly when postfix is used the operand will be altered in value after it is utilized
 It is a compile time operand
 The operand may be a variable a constant or a data type qualifier
 This operator can be read as the address of so sn means address of sn similarly price means address of price
 <eos>","If the operator is written before the operand, it is called a prefix unary operator. If the operator is written after the operand, it is called a postfix unary operator. When a prefix operator is used, the operand's value will be altered before it is utilized for its intended purpose in the program. Similarly, when a postfix operator is used, the operand's value will be altered after it is utilized. It is a compile-time operand. The operand may be a variable, a constant, or a data type qualifier. This operator can be read as 'the address of'; so, 'sn' means 'address of sn,' and similarly, 'price' means 'address of price.'"
file2_topic_122_0,"printf, gender, output, str, format","<task:clean> <sos>
 Suppose the program includes the following three printf statements
 The statements printf ( integer d n size of i ) printf ( float d n size of x ) printf ( double d n size of d ) printf ( character d n size of c ) might generate the following output integer float double character The above statement can also be written as printf ( integer dnsizeof ( int ) ) and so on
 char text Kathmandu printf ( Number of characters dsizeof ( text ) ) will generate the following output Number of characters Conditional Operators The operator
 The printf ( ) is a builtin function which is used to output data from the computer onto a standard output device ie
 The printf ( ) statement provides certain features that can be used to control the alignment and spacing of printouts on the terminals
 The general form of printf ( ) statement is printf ( control string arg arg
 So the output generated will be fastener Example include main ( ) double x y printf ( fffffnn x y xy xy ) printf ( eeee x y xy xy ) The output are e e e Example read and write a line of text include main ( ) char line scanf ( n line ) printf ( s line ) Arun Kumar Arun Kumar Control string The general syntax of control string Flag Field width precision conversion character Â¾ Flags Optional T he flag affect the appearance of the output
 int n Format Output l w printf ( d n ) wl printf ( d n ) printf ( d n ) wl printf ( d n ) Format for floating point output The general form wpf wpe where w is the integer width including decimal point p is the precision f and e are conversion characters Example Format Output printf ( d ) printf ( ) printf ( x ) c printf ( f )
 e printf ( e ) printf ( g ) eg
 float x Format Output printf ( f x )
 <eos>","Suppose the program includes the following three `printf` statements.
 The statements `printf ( integer d n size of i )`, `printf ( float d n size of x )`, `printf ( double d n size of d )`, and `printf ( character d n size of c )` might generate the following output: `integer float double character`. The above statement can also be written as `printf ( integer dnsizeof ( int ) )` and so on.
 
 Given `char text Kathmandu`, the statement `printf ( Number of characters dsizeof ( text ) )` will generate the following output: `Number of characters`.
 
 Conditional Operators. The operator.
 
 The `printf()` is a built-in function which is used to output data from the computer onto a standard output device, ie.
 The `printf()` statement provides certain features that can be used to control the alignment and spacing of printouts on the terminals.
 The general form of a `printf()` statement is `printf ( control string arg arg`.
 
 So, the output generated will be `fastener`. Example: `include main ( ) double x y; printf ( fffffnn x y xy xy ); printf ( eeee x y xy xy );` The output is `e e e`.
 Example: To read and write a line of text, consider: `include main ( ) char line; scanf ( n line ); printf ( s line )`. Output: `Arun Kumar Arun Kumar`.
 
 Control string: The general syntax of a control string includes Flag, Field width, precision, and conversion character Â¾. Flags are optional; the flag affects the appearance of the output.
 
 For `int n` Format Output: `l w printf ( d n )`, `wl printf ( d n )`, `printf ( d n )`, `wl printf ( d n )`.
 Format for floating point output: The general form is `wpf wpe`, where `w` is the integer width (including the decimal point), `p` is the precision, and `f` and `e` are conversion characters.
 Example Format Output: `printf ( d )`, `printf ( )`, `printf ( x )`, `c`, `printf ( f )`.
 
 For `e`: `printf ( e )`, `printf ( g )`. Eg:
 For `float x` Format Output: `printf ( f x )`."
